hh_id,survey_year,region,milieu,weight_hh,weight_pop,hh_size,hh_size_class,n_children_0_14,n_working_age_15_59,n_elderly_60_plus,n_female,head_sex,head_age,head_marital_status,head_education,head_csp,expenditure_pc,expenditure_total,consumption_pc,consumption_total,expenditure_bracket,quintile,decile,poverty_line,extreme_poverty_line,poor,extreme_poor,food_share,share_alcohol_02,share_clothing_03,share_housing_04,share_furniture_05,share_health_06,share_transport_07,share_communication_08,share_recreation_09,share_education_10,share_restaurants_11,share_other_12
60,2021,Grand Tunis,urban,284.3305358886719,568.6610717773438,2,1-2 persons,0,2,0,1,female,49,divorced,primary,non-agricultural workers,6288.215125,12576.43025,6279.015125,12558.03025,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.30287608838764085,0.0,0.13286759173971485,0.39074126380178514,0.018808993911447965,0.027865617908547618,0.01789060930067974,0.05663769335499634,0.00822968027831268,0.0,0.04408246131687488,0.0
61,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,2,2,0,1,male,29,married,secondary,"employers in industry, trade and services",12203.984625,48815.9385,9339.484625,37357.9385,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.1968844668347523,0.0,0.11770745767211731,0.08559209377279536,0.045737725716718844,0.12845497205911283,0.28716031006748005,0.006090224010776274,0.05310560620765696,0.0,0.031127128773543726,0.04814001488504623
62,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,2,2,0,3,male,42,married,secondary,non-agricultural workers,3653.93,14615.72,3566.9425,14267.77,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.34464398606431984,0.0,0.16162734370937595,0.16692985360967508,0.15213071952664667,0.025763356167195325,0.05461243099895182,0.0446779221276817,0.011904989969703853,0.028281193126305105,0.009428204700144776,0.0
63,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,1,4,0,1,male,53,married,primary,non-agricultural workers,1555.98109375,7779.905468749999,1555.50109375,7777.505468750001,"1,500-2,000 DT",1,1,2682.9965,1529.232875,poor,not extremely poor,0.3877759183578772,0.03341942906632992,0.1953751237723903,0.31653282935120486,0.010212206305076585,0.032905284003771,0.0,0.022654516819002494,0.0011246923243476415,0.0,0.0,0.0
64,2021,Grand Tunis,urban,284.3305358886719,284.3305358886719,1,1-2 persons,0,0,1,1,female,71,widowed,none,other inactive,6130.569,6130.569,5970.569,5970.569,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.36481278935107014,0.0,0.030665994964476428,0.41320618635474343,0.06704108473616921,0.1077877099602448,0.004113810601085614,0.010602604641973233,0.0002854547403608178,0.0,0.0014843646498762526,0.0
65,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,3,2,0,2,male,39,married,primary,"employers in industry, trade and services",4748.6626875,23743.3134375,4600.1326875,23000.663437500003,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.28675483882417485,0.07145169560817456,0.07343120029051126,0.1978684819931961,0.027302423623931128,0.0868981496985359,0.17331195250671283,0.01865156699091076,0.0003685248078818317,0.04527590496833932,0.018685260687631385,0.0
66,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,3,2,0,1,male,42,married,primary,non-agricultural workers,2829.327,14146.635000000002,2640.947,13204.735,"2,000-3,000 DT",2,3,2682.9965,1529.232875,poor,not extremely poor,0.30373371476679784,0.09419201103301245,0.05895394911934888,0.182545177704804,0.015837688609340667,0.10461321720677744,0.03513202963107481,0.009542905432988127,0.05026990517532968,0.0645877977342315,0.08059160358629454,0.0
67,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,3,2,0,3,male,45,married,primary,"employers in industry, trade and services",3093.53,15467.650000000001,3088.15,15440.75,"3,000-4,500 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.394339153006436,0.12606957100787775,0.09775240582764673,0.22614294996331052,0.023823916367386126,0.031585276367127525,0.0025860424822128766,0.013657536859186754,0.0004525574343872534,0.029138233668333586,0.05445235701609488,0.0
68,2021,Grand Tunis,urban,284.3305358886719,568.6610717773438,2,1-2 persons,0,0,2,1,male,74,married,none,other employees,4870.5995,9741.199,4870.5995,9741.199,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.45639659522914733,0.026690759868096832,0.06734284028258278,0.3851013538618469,0.027922641092778224,0.03105367253884343,0.0030797030617034805,0.0,0.00035929869053207274,0.0,0.002053135374468987,0.0
69,2021,Grand Tunis,urban,284.3305358886719,852.9915771484375,3,3-4 persons,1,2,0,3,female,43,widowed,primary,non-agricultural workers,4453.215131195068,13359.645393585204,4444.698464630127,13334.09539389038,"3,000-4,500 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.41929705787568483,0.0,0.0,0.3165694340146361,0.004199213259431297,0.1717246181019981,0.02658753208110511,0.0612291701642567,0.0003929745028879556,0.0,0.0,0.0
70,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,0,5,0,2,male,51,married,secondary,non-agricultural workers,3858.393125,19291.965625,3855.853125,19279.265625,"3,000-4,500 DT",3,4,2682.9965,1529.232875,not poor,not extremely poor,0.36953725393132403,0.0,0.09573933708478706,0.3666664020919329,0.020503353970702503,0.015853749998582634,0.003504049370293235,0.08980422387622825,0.000453556686243577,0.0,0.0379380729899056,0.0
71,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,2,2,0,2,male,30,married,secondary,non-agricultural workers,4989.9925,19959.97,4757.5175,19030.07,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.3872961732908416,0.07913338547102024,0.10082680484990708,0.21419871873554916,0.035850755286706344,0.12345810138993195,0.0010020055140363437,0.02080914951274977,0.0003507019299127203,0.0012525068925454295,0.035821697126799286,0.0
72,2021,Grand Tunis,urban,284.3305358886719,852.9915771484375,3,3-4 persons,1,2,0,2,male,30,married,secondary,mid-level managers and professionals,4717.009727279663,14151.029181838989,4616.509727279663,13849.529181838989,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.34512330918547246,0.0,0.0811248418655205,0.3617879010619307,0.03876749847336634,0.04559088913612847,0.0,0.07176156525647742,0.002490984909198256,0.0,0.05144502167081789,0.001907988441088026
73,2021,Grand Tunis,urban,284.3305358886719,852.9915771484375,3,3-4 persons,0,1,2,1,male,69,married,primary,retired,11121.615527252197,33364.84658175659,11072.06552685547,33216.19658056641,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.1665156750400941,0.09273233027538058,0.06692672705395114,0.1938596301440391,0.016137643371096695,0.2823672482387198,0.054595185370530784,0.0565400466864873,0.01312159476230175,0.0,0.05384709262209074,0.0033568264353078946
74,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,0,3,1,2,male,61,married,none,non-agricultural workers,12389.76625,49559.065,12250.72125,49002.885,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.09120864164810213,0.024080357448228697,0.0775640137682178,0.7308794062196291,0.01693131216256804,0.006755575392715743,0.0,0.0286779018127158,0.004176834248184465,0.0,0.019725957299638323,0.0
75,2021,Grand Tunis,urban,284.3305358886719,2274.644287109375,8,7-8 persons,2,6,0,3,male,56,married,primary,other inactive,3996.8704375,31974.9635,3985.1904375,31881.5235,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.1966823206720874,0.14677108289260082,0.1527757809355114,0.17985488544754274,0.015840518535074007,0.167224585601265,0.030573920868486374,0.031211920035545623,0.004378425656288965,0.0,0.0746865593555977,0.0
76,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,2,2,0,1,male,37,married,secondary,non-agricultural workers,4166.015,16664.06,4105.1525,16420.61,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3176026730580663,0.05882119963562301,0.1069607286579621,0.2806194888880621,0.02482888323733832,0.049207696083667485,0.01740272178568728,0.042132589537003586,0.0025203941896512613,0.06198969518832745,0.037913929738611116,0.0
77,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,0,4,0,4,female,47,widowed,,other inactive,7439.094125,29756.3765,7418.981625,29675.9265,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.1400627526002704,0.0,0.11328664294861304,0.25570037064156653,0.04241611877709639,0.25568973426586394,0.06996819656452458,0.06721248469214657,0.00016635089961306276,0.010585966339013084,0.04491138227129234,0.0
78,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,1,4,0,3,male,50,married,primary,non-agricultural workers,4337.1889375,21685.9446875,4335.2489375,21676.2446875,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.2996742864398215,0.050654929532914776,0.12916200056594837,0.1830501158562913,0.021327177887094297,0.10848363001479226,0.048964433659745316,0.050977719252287015,0.00032278971937223797,0.03550686913094618,0.07187604794078677,0.0
79,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,2,3,0,3,male,43,married,secondary,unemployed,2889.2333125,14446.1665625,2887.8933125,14439.4665625,"2,000-3,000 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.25894620331502644,0.0,0.2284343027228512,0.24071691233175152,0.017506374290487597,0.05707396442272449,0.03468048050428741,0.051106983545539705,0.0006056970147954388,0.07268364177545265,0.03824544007708342,0.0
80,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,1,4,0,2,male,56,married,primary,"own-account workers and artisans in industry, trade and services",3871.970875,19359.854375,3841.086875,19205.434375,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.22493351229947123,0.15739787967863278,0.15242883398911966,0.21826838914046964,0.0252868640052096,0.035805021736556406,0.04132262527661665,0.058381121523619954,0.0021048712250276605,0.010330656319154162,0.07359559561765425,0.00014462918846815825
81,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,0,5,0,2,male,57,married,secondary,retired,11675.877375,58379.386875,11518.977375,57594.886875000004,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.1745855951146455,0.06079200536310873,0.23527139860870622,0.10820080876363261,0.020942323402912574,0.21488475079158662,0.08540685791503526,0.05012899512401738,0.00014988167002738837,0.0,0.049637383246327556,0.0
82,2021,Grand Tunis,urban,284.3305358886719,568.6610717773438,2,1-2 persons,0,2,0,1,male,52,married,higher,"own-account workers and artisans in industry, trade and services",13369.765,26739.53,13244.765,26489.53,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.234893433055854,0.04983258868050411,0.2414028967599655,0.17556404319746832,0.03889896344475763,0.05864351392862926,0.04857976187315185,0.05138646789977236,0.00013089235300695263,0.0,0.10066743880689004,0.0
83,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,0,2,2,2,male,67,married,,retired,5571.354375,22285.4175,5552.191875,22208.7675,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.2262232678262407,0.07700102501444596,0.14623912617836793,0.22455740831107712,0.08020715743710456,0.133306095043395,0.025675982816588568,0.03373282083601967,0.0,0.0,0.053057116536760436,0.0
84,2021,Grand Tunis,urban,284.3305358886719,1990.313720703125,7,7-8 persons,1,4,2,5,male,71,married,primary,retired,10929.530131347656,76506.7109194336,10659.301557723998,74615.11090406799,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.1481637345320003,0.008614930539581898,0.2364367751941996,0.2271355894960894,0.02206734521313324,0.21363307627619926,0.04693183067125287,0.03426366092620238,0.01192379060041509,0.0035291021782538497,0.04724788137743871,5.228299523339037e-05
85,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,0,2,2,3,male,53,married,none,other employees,3462.396,13849.584,3436.8335,13747.334,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.35586628450356345,0.061012662907420176,0.11299978396463027,0.27047743816709585,0.0156250180510837,0.12742866500538932,0.004693281762109244,0.026986370132128155,0.0005054303436117648,0.0,0.02440506516296807,0.0
86,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,2,2,0,2,male,47,married,primary,non-agricultural workers,4706.7005625,18826.80225,4456.2255625,17824.90225,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.35048702973443085,0.05558564784946418,0.06966132551798593,0.1449556974020907,0.03159060110699362,0.21290391999522915,0.0010623152957374904,0.044837672844840123,0.0005311576478687452,0.05842734126556197,0.02831070263140412,0.00164658870839311
87,2021,Grand Tunis,urban,284.3305358886719,1705.983154296875,6,5-6 persons,1,4,1,2,female,64,single,primary,other inactive,5068.628327400207,30411.769964401243,5049.611661048889,30297.66996629333,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.22832607243840133,0.0854932152913165,0.20038294384049335,0.18004213500233626,0.012817405892521219,0.09907414136040094,0.011903286129021758,0.041373783900114994,0.0017263053087669677,0.0,0.13886071083662677,0.0
88,2021,Grand Tunis,urban,284.3305358886719,1421.6527099609375,5,5-6 persons,3,2,0,1,male,55,married,secondary,other employees,5920.9838125,29604.919062499997,5368.3138125,26841.5690625,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.40257533048213767,0.0,0.2202336722329559,0.1596882901439803,0.02161465135918228,0.06368198500932389,0.0,0.044587185175997204,0.06413630140373083,0.011362976585761712,0.01211960760693015,0.0
89,2021,Grand Tunis,urban,284.3305358886719,568.6610717773438,2,1-2 persons,1,1,0,1,female,42,divorced,secondary,non-agricultural workers,5315.085,10630.17,5259.11,10518.22,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.3824840054298286,0.08254806837520004,0.09002678226218397,0.28240376212233675,0.03302863453735924,0.08563362580278586,0.0,0.009172007597244448,0.0007055390459418807,0.0022012818233386675,0.03179629300378076,0.0
90,2021,Grand Tunis,urban,284.3305358886719,852.9915771484375,3,3-4 persons,0,2,1,2,male,54,married,secondary,other employees,4123.9163164672855,12371.748949401855,4088.7829837646486,12266.348951293945,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3141932478584879,0.07513084851624455,0.15050418497821125,0.22607959472827974,0.01859882543688851,0.09719959562710172,0.0016165863048142992,0.08788167299546734,0.00042435390501375353,0.0,0.02837108964949095,0.0
91,2021,Grand Tunis,urban,284.3305358886719,852.9915771484375,3,3-4 persons,0,2,1,1,female,62,widowed,none,retired,6476.8166481933595,19430.44994458008,6426.9999815063475,19280.99994451904,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.2666767882370197,0.13113437928612048,0.19855433095991085,0.2264178132776132,0.011523150518902032,0.05149134477070783,0.0028100224132740106,0.04234333224397788,0.0002701944628148087,0.0,0.06877864382965912,0.0
92,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,2,2,0,3,male,48,married,primary,"own-account workers and artisans in industry, trade and services",3652.65,14610.6,3642.3125,14569.25,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.4225699149932241,0.0,0.1898621548738587,0.2591269352387992,0.017107442541716287,0.04567916444225425,0.0013688691771727376,0.018907505509698438,0.0023955210600522907,0.019848603069004694,0.023133889094219266,0.0
93,2021,Grand Tunis,urban,284.3305358886719,852.9915771484375,3,3-4 persons,0,2,1,1,female,66,widowed,none,other inactive,6195.98782850647,18587.96348551941,5622.804496231079,16868.413488693237,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.31063865707585,0.07833025951958864,0.08193474261561366,0.3319795338660268,0.03219825571598475,0.04453419562521667,0.014686923659922869,0.03907098281325635,0.026105603318599166,0.0,0.04052084578994104,0.0
94,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,2,1,1,3,male,62,married,primary,non-agricultural workers,4114.12825,16456.513,4105.09075,16420.363,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3536532921646281,0.03317835315415848,0.11679266439980329,0.22747224761406018,0.01105945105138616,0.13377153471090747,0.0,0.025278745260311222,0.0012639372630155613,0.08252051938341981,0.015009254998309789,0.0
95,2021,Grand Tunis,urban,284.3305358886719,852.9915771484375,3,3-4 persons,0,2,1,0,male,63,single,none,other inactive,4340.206681976319,13020.620045928956,4326.32334866333,12978.97004598999,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3800894273851783,0.01996832716107221,0.06174821168270021,0.19180346250792976,0.029484003065906237,0.16394534208048467,0.002196515987717943,0.030950907099661924,0.07228918438599699,0.0,0.047524618643351856,0.0
96,2021,Grand Tunis,urban,284.3305358886719,1137.3221435546875,4,3-4 persons,2,2,0,3,male,42,married,primary,other employees,4667.71175,18670.847,4308.89925,17235.597,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.26144769972138915,0.15700948114458865,0.15880372218785788,0.12715009661854118,0.030561013113116934,0.22102891207881464,0.0016067830238231827,0.020473093695213718,0.0004954247656788147,0.004016957559557956,0.017406816091417813,0.0
