hh_id,survey_year,region,milieu,weight_hh,weight_pop,hh_size,hh_size_class,n_children_0_14,n_working_age_15_59,n_elderly_60_plus,n_female,head_sex,head_age,head_marital_status,head_education,head_csp,expenditure_pc,expenditure_total,consumption_pc,consumption_total,expenditure_bracket,quintile,decile,poverty_line,extreme_poverty_line,poor,extreme_poor,food_share,share_alcohol_02,share_clothing_03,share_housing_04,share_furniture_05,share_health_06,share_transport_07,share_communication_08,share_recreation_09,share_education_10,share_restaurants_11,share_other_12
10736,2021,Centre East,rural,149.4595947265625,747.2979736328125,5,5-6 persons,0,3,2,1,male,68,married,none,other inactive,2127.65765625,10638.28828125,2127.65765625,10638.28828125,"2,000-3,000 DT",1,2,2223.527,1346.526125,poor,not extremely poor,0.20048902193125684,0.012220011088896313,0.056400051179521446,0.3088869328580861,0.0,0.07407206721577149,0.3085552799946319,0.022912520791680584,0.0008225007463680211,0.0,0.01564161419378728,0.0
10737,2021,Centre East,rural,149.4595947265625,896.757568359375,6,5-6 persons,4,2,0,3,male,52,married,primary,non-agricultural workers,2469.656236114502,14817.937416687011,2469.656236114502,14817.937416687011,"2,000-3,000 DT",1,2,2223.527,1346.526125,not poor,not extremely poor,0.28324387429452397,0.13028128997128452,0.08671922176280787,0.3124893350067022,0.005702548045881141,0.00438657541990857,0.06161451320579268,0.07015146383069167,0.0007086006447544613,0.04049146541454064,0.004211112403112227,0.0
10738,2021,Centre East,rural,149.4595947265625,747.2979736328125,5,5-6 persons,3,2,0,1,male,39,married,secondary,non-agricultural workers,4127.0555,20635.277500000004,2825.4955,14127.4775,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.18941834011384856,0.0,0.03561861488056865,0.2516916699196669,0.0065179642196414745,0.20767348599889646,0.16302179654181354,0.028446431203937143,0.0006663346321194816,0.10273668509769462,0.01417475490145079,3.392249036244633e-05
10739,2021,Centre East,rural,149.4595947265625,747.2979736328125,5,5-6 persons,0,4,1,1,male,65,married,primary,farm operators,1694.75565625,8473.778281249999,1691.95565625,8459.778281249999,"1,500-2,000 DT",1,1,2223.527,1346.526125,poor,not extremely poor,0.4723158780747976,0.06903650118026049,0.0444901896495012,0.1491103715641484,0.015955102494993535,0.026859329348080833,0.06903650118026049,0.10000261726521836,0.001032597239875691,0.0,0.052160912002863484,0.0
10740,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,2,2,0,3,male,29,married,secondary,non-agricultural workers,3758.64965625,15034.598625,3692.64965625,14770.598625,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.3960897235045278,0.0,0.03864419767359311,0.20041097705146374,0.0312612270337156,0.1381480181894198,0.14100808789675973,0.020023813613829957,0.0014632914781739217,0.010642119841264884,0.022308543717251512,0.0
10741,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,2,2,0,2,male,41,married,secondary,other employees,3374.800375,13499.2015,3281.550375,13126.2015,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.4286883190831695,0.0693374345141822,0.04741021163362885,0.23586221007220318,0.04520267365443801,0.050225192949375566,0.06518904099623966,0.034009419001560945,0.001851961391938627,0.022223536703263522,0.0,0.0
10742,2021,Centre East,rural,149.4595947265625,298.919189453125,2,1-2 persons,0,1,1,2,female,63,widowed,none,other inactive,4494.313375,8988.62675,4312.813375,8625.62675,"3,000-4,500 DT",3,6,2223.527,1346.526125,not poor,not extremely poor,0.6917853139670873,0.0,0.02536538734432728,0.21877944530438342,0.04031761567361494,0.015018979348614838,0.0,0.008343877415897132,0.0003893809460751995,0.0,0.0,0.0
10743,2021,Centre East,urban,140.57107543945312,281.14215087890625,2,1-2 persons,0,0,2,1,male,81,married,primary,retired,10505.739625,21011.47925,10472.489625,20944.97925,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.3120080181884386,0.03402901773324694,0.16524300639137532,0.19630061267580673,0.020755939875104223,0.06892898794833781,0.06882904258156884,0.05966976361266901,0.0009518606358950192,0.0,0.07328375035755752,0.0
10744,2021,Centre East,urban,140.57107543945312,281.14215087890625,2,1-2 persons,0,0,2,1,male,63,married,secondary,retired,7505.305125,15010.61025,7351.205125,14702.41025,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.3013268577027326,0.0,0.1592207092280805,0.295058637335625,0.05479457461928711,0.04942503940431502,0.04711334124104541,0.06742564008775742,0.0,0.0,0.02563520038115706,0.0
10745,2021,Centre East,urban,140.57107543945312,140.57107543945312,1,1-2 persons,0,0,1,1,female,63,single,none,other inactive,4478.587875,4478.587875,4478.587875,4478.587875,"3,000-4,500 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.4790416220201999,0.0,0.016969634652976417,0.36066231590911907,0.031929707307574044,0.09688321678850614,0.0,0.014513503321624568,0.0,0.0,0.0,0.0
10746,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,0,2,1,2,male,61,married,primary,other employees,9123.492579162597,27370.477737487792,8128.159270568847,24384.477811706543,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.28109848738712895,0.0,0.17763664842811366,0.21833115584275167,0.026956050845385077,0.12391453245758746,0.0939369779460146,0.05515979637275701,0.0005480357314729957,0.0,0.022418314988788674,0.0
10747,2021,Centre East,urban,140.57107543945312,281.14215087890625,2,1-2 persons,0,0,2,1,male,63,married,primary,other employees,5149.2525,10298.505,5149.2525,10298.505,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.2958157536932287,0.0,0.006991306062089266,0.38758003824086623,0.023692759432635845,0.16395583730330174,0.08533277454672288,0.02682428193961333,0.000339855155796006,0.0,0.009467393625745881,0.0
10748,2021,Centre East,urban,140.57107543945312,702.8553466796875,5,5-6 persons,2,3,0,4,male,45,married,secondary,farm operators,5635.014,28175.07,3735.014,18675.07,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.16426223608317567,0.0622891087759498,0.11094914759750375,0.36128712368771404,0.0008074514100586085,0.0036674265583013636,0.15897032376494538,0.01384202417243329,0.0003549236967290587,0.08518168721497409,0.03838854703821499,0.0
10749,2021,Centre East,urban,140.57107543945312,702.8553466796875,5,5-6 persons,1,4,0,1,male,54,married,higher,mid-level managers and professionals,3601.890125,18009.450624999998,3601.890125,18009.450624999998,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.27414994874288434,0.0,0.07429432571673514,0.1932110977898646,0.009528330562774103,0.016918061757102726,0.19995057317336565,0.0356340684071112,0.0008884224300954875,0.1665792056429039,0.02880154465565809,4.4421121504774375e-05
10750,2021,Centre East,urban,140.57107543945312,281.14215087890625,2,1-2 persons,0,1,1,1,male,64,married,none,farm operators,2571.639625,5143.27925,2571.639625,5143.27925,"2,000-3,000 DT",1,2,2682.9965,1529.232875,poor,not extremely poor,0.3915634174442308,0.0,0.04355198096622889,0.4167398163341024,0.014154393814024389,0.04630314404958666,0.05560654712652439,0.032080700265302534,0.0,0.0,0.0,0.0
10751,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,0,2,1,2,male,60,married,none,retired,3765.937804473877,11297.81341342163,3765.937804473877,11297.81341342163,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.4810665382347353,0.0,0.08842418982456311,0.27095627436536873,0.030076616318705254,0.039600583110620154,0.0,0.06252537306513652,0.000885127025270902,0.0,0.02646529805559997,0.0
10752,2021,Centre East,urban,140.57107543945312,281.14215087890625,2,1-2 persons,0,1,1,2,female,33,single,higher,senior managers and professionals,5205.439375,10410.87875,5205.439375,10410.87875,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.46370725708256894,0.0,0.13591552091553463,0.20078311833657123,0.02896969689620159,0.09882931411306968,0.011987460784635138,0.05709892679027531,0.0009605337167175592,0.0,0.0017481713644259577,0.0
10753,2021,Centre East,urban,140.57107543945312,281.14215087890625,2,1-2 persons,0,0,2,1,male,67,married,secondary,retired,3551.97575,7103.9515,3511.57575,7023.1515,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.4088499232509006,0.0,0.022522676486131314,0.3677251260066768,0.042638241922807345,0.060628229766104734,0.04721316058405277,0.04901497470294327,0.0014076672803832071,0.0,0.0,0.0
10754,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,2,2,0,2,male,39,married,primary,"own-account workers and artisans in industry, trade and services",4501.09425,18004.377,4324.09425,17296.377,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.32598461803215534,0.0,0.12635816191836186,0.2016302535653535,0.03755197946066129,0.06569513578770918,0.10947337896311701,0.03571909183723011,0.0012219250822874553,0.07470405616711942,0.021661399186004886,0.0
10755,2021,Centre East,urban,140.57107543945312,281.14215087890625,2,1-2 persons,0,1,1,1,male,70,married,primary,other inactive,7060.616625,14121.23325,7060.616625,14121.23325,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.47466817390046295,0.0,0.12874229664041562,0.20830923177336513,0.020253188580395414,0.1280412247280173,0.0,0.022140417516295894,0.00035407672343348623,0.0,0.01749139013761422,0.0
10756,2021,Centre East,urban,140.57107543945312,843.4264526367188,6,5-6 persons,1,5,0,5,male,59,married,secondary,"own-account workers and artisans in industry, trade and services",4017.2865955963134,24103.71957357788,3838.1199237213136,23028.719542327883,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3026939472972211,0.018930688269916184,0.3669558136037884,0.11587504160924211,0.0157486067658562,0.017881057734678667,0.09932077080468847,0.056702866957939836,0.0037338635640860327,0.0,0.002157343392583041,0.0
10757,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,1,2,0,2,male,30,married,secondary,non-agricultural workers,6519.506416809082,19558.519250427245,6483.173083190918,19449.519249572753,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.26427358671511897,0.0,0.1564535627898669,0.17371556114681053,0.005705953466453969,0.30227237359924614,0.0,0.09175030013935169,0.0038346461468104632,0.0,0.001994015996341441,0.0
10758,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,0,3,0,1,female,45,widowed,primary,other inactive,12045.595603149413,36136.78680944824,11536.27893649292,34608.83680947876,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.20770662460740233,0.0,0.061516260850170916,0.08236445510750896,0.013202612708779373,0.34681002731932165,0.18172617409045091,0.0404255644007972,0.0024905368765251383,0.003320715835366851,0.06043702820367669,0.0
10759,2021,Centre East,urban,140.57107543945312,140.57107543945312,1,1-2 persons,0,1,0,0,male,57,divorced,secondary,retired,6497.195,6497.195,6497.195,6497.195,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.31136513226702894,0.17807684529557713,0.0,0.4217504686469462,0.0,0.010004317151436917,0.056024176048046735,0.022509713590733064,0.0002693470002309939,0.0,0.0,0.0
10760,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,0,3,1,2,male,69,married,primary,retired,4847.71725,19390.869,4622.71725,18490.869,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.27708299021382826,0.0,0.09643714203553008,0.1991978337897219,0.010552389306582977,0.12451736868705207,0.10958766140401145,0.09443877879816281,0.04692930441301196,0.0,0.0,0.04125653135209843
10761,2021,Centre East,urban,140.57107543945312,1124.568603515625,8,7-8 persons,2,6,0,7,male,57,married,secondary,other employees,4349.9014375,34799.2115,2762.4014375,22099.2115,"3,000-4,500 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.2052727537904388,0.0,0.008390994691104587,0.14935199340166086,0.004184002832276807,0.0077587964609528715,0.44457903721259956,0.02298184248017429,0.0004310442478307151,0.1456929557667817,0.011356579116179908,0.0
10762,2021,Centre East,urban,140.57107543945312,702.8553466796875,5,5-6 persons,3,2,0,2,male,45,married,secondary,other employees,3614.344,18071.72,3574.344,17871.72,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.3712136974233775,0.0,0.06673410167930888,0.1600899084315162,0.0,0.027675838271066615,0.21536411586722237,0.03255085846836936,0.001646218511574991,0.11897041344155398,0.005754847906010053,0.0
10763,2021,Centre East,urban,140.57107543945312,702.8553466796875,5,5-6 persons,2,2,1,2,male,68,married,higher,non-agricultural workers,4088.7523125,20443.7615625,4069.9123125,20349.5615625,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3278154051554101,0.0,0.053903974239867904,0.18625396318178797,0.03988991923104562,0.06065419968914356,0.01360806318832237,0.12951628220718897,0.002188931803297721,0.1467440315059925,0.039425229797943315,0.0
10764,2021,Centre East,urban,140.57107543945312,140.57107543945312,1,1-2 persons,0,0,1,1,"female, pregnant",82,widowed,none,other inactive,13188.82875,13188.82875,13108.82875,13108.82875,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.5297930619417538,0.0,0.040564632963689846,0.22993920503583756,0.047244528597523636,0.15232588340944467,0.0,0.0,0.00013268805175038734,0.0,0.0,0.0
10765,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,0,3,0,1,male,59,married,primary,other employees,3322.173418548584,9966.520255645752,3292.006752380371,9876.020257141114,"3,000-4,500 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.47354642158079197,0.0,0.06431532610391275,0.24318018618383883,0.018371507347311113,0.009130568916468114,0.0,0.0771482905480476,0.0005267635913346988,0.09030232994309123,0.023478605785203718,0.0
10766,2021,Centre East,urban,140.57107543945312,1124.568603515625,8,7-8 persons,3,5,0,5,male,52,married,primary,farm operators,2876.362125,23010.897,2757.487125,22059.897,"2,000-3,000 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.4121664595899583,0.0,0.06631640616662833,0.20353518159496795,0.042623283858603575,0.03945956539927819,0.10125637376687024,0.05224698513357071,0.0006084073960241131,0.0625790464481945,0.019208290645904142,0.0
10767,2021,Centre East,urban,240.97898864746094,722.9369506835938,3,3-4 persons,1,2,0,1,male,59,married,primary,farm operators,4982.531935180664,14947.59580554199,4945.081935028076,14835.245805084229,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.3561375398944277,0.0,0.23702808427808494,0.1914385328848013,0.052556946940125186,0.02927226595424106,0.032179087930499256,0.0830501450247854,0.0003345019535394933,0.0,0.01800289513949553,0.0
10768,2021,Centre East,urban,240.97898864746094,1204.8948974609375,5,5-6 persons,1,4,0,2,male,52,married,secondary,farm operators,4363.58115625,21817.905781250003,3826.28115625,19131.40578125,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3410845241184526,0.01668354443230648,0.24819064038719668,0.15877123082723008,0.04342304943727241,0.01889961413918016,0.04959229416416377,0.048870410030073586,0.00045833913275567255,0.03726297149303617,0.03676338183833249,0.0
10769,2021,Centre East,urban,240.97898864746094,963.9159545898438,4,3-4 persons,2,2,0,2,male,50,married,primary,non-agricultural workers,4140.1206875,16560.48275,4116.7956875,16467.18275,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.393681154940663,0.026297542464841703,0.22644267334823512,0.14457204174583904,0.09237049531221207,0.01902722303254104,0.032577552605699424,0.027097639910672135,0.0004830777031429016,0.019081569274144613,0.01836902966200883,0.0
10770,2021,Centre East,urban,240.97898864746094,481.9579772949219,2,1-2 persons,0,0,2,1,male,61,married,higher,other inactive,14488.99175,28977.9835,14445.44175,28890.8835,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.2355540025757831,0.0,0.25443454338360016,0.1760458418371313,0.020198092803800513,0.11117233191881692,0.0745393481226877,0.05974363260990883,0.0008627239366051817,0.0,0.06744948281166632,0.0
10771,2021,Centre East,urban,240.97898864746094,1204.8948974609375,5,5-6 persons,0,4,1,3,male,65,single,secondary,retired,3774.6950625,18873.4753125,3774.6950625,18873.4753125,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.21236735261324385,0.08885485935575868,0.13352071888879657,0.27638870273514743,0.006268055970057395,0.176570553847982,0.0327867543049156,0.019604232535259815,0.0004636136072527659,0.0,0.053175156141585814,0.0
10772,2021,Centre East,urban,240.97898864746094,481.9579772949219,2,1-2 persons,0,1,1,1,male,80,single,none,retired,2929.1164375,5858.232875,2929.1164375,5858.232875,"2,000-3,000 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.44818634834484966,0.0,0.033115788351107504,0.34765652346997217,0.013758415160305487,0.09688075092098485,0.0,0.024964866218296248,0.0005974497898395683,0.0,0.03483985774464454,0.0
10773,2021,Centre East,urban,240.97898864746094,481.9579772949219,2,1-2 persons,0,2,0,1,male,41,married,primary,non-agricultural workers,1979.46475,3958.9295,1979.46475,3958.9295,"1,500-2,000 DT",1,1,2682.9965,1529.232875,poor,not extremely poor,0.29288725189335824,0.0,0.0,0.6215088002086675,0.00591068864211448,0.016418579561429114,0.0,0.016418579561429114,0.0008840773610000292,0.0,0.04597202277200152,0.0
10774,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,2,2,0,2,male,34,married,higher,non-agricultural workers,5894.753875,23579.0155,5342.753875,21371.0155,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.2905125541885765,0.032804592797790355,0.30692545323543474,0.12309739756494868,0.04307643814442878,0.05082061221666733,0.020145031129864793,0.02882223822285497,0.03604900307449489,0.03532802301300499,0.032418656411934,0.0
10775,2021,Centre East,rural,149.4595947265625,896.757568359375,6,5-6 persons,2,2,2,3,male,74,married,primary,retired,3354.490855773926,20126.945134643556,3073.024195648193,18438.14517388916,"3,000-4,500 DT",2,4,2223.527,1346.526125,not poor,not extremely poor,0.3766468260791266,0.0,0.23277253308455073,0.1415860731622082,0.03598161546634614,0.09089804680430855,0.03649336724666009,0.00981768463980944,0.015899084436938365,0.018631739574537145,0.04127302950551469,0.0
10776,2021,Centre East,rural,149.4595947265625,448.3787841796875,3,3-4 persons,0,1,2,1,male,69,married,primary,retired,6521.475858551025,19564.427575653077,6476.409192291259,19429.227576873778,"above 5,000 DT",4,8,2223.527,1346.526125,not poor,not extremely poor,0.30759141618384045,0.02923673572075687,0.2924695835562427,0.1353107627650313,0.028940279309602343,0.043149741775284876,0.03286577109868299,0.08715307356199745,0.0010222634867397508,0.0,0.042260372541821294,0.0
10777,2021,Centre East,rural,149.4595947265625,298.919189453125,2,1-2 persons,0,2,0,1,male,36,married,higher,other employees,16645.6388125,33291.277625,10485.7388125,20971.477625,"above 5,000 DT",5,10,2223.527,1346.526125,not poor,not extremely poor,0.21590339911143616,0.0,0.15667767571897143,0.07425901921960257,0.04350989518384397,0.02595274383074987,0.44636316357053596,0.011636681666704281,0.0016821222853263804,0.0,0.024015299412829306,0.0
10778,2021,Centre East,rural,149.4595947265625,1345.1363525390625,9,9 or more persons,2,7,0,3,male,53,married,primary,"own-account workers and artisans in industry, trade and services",4200.431344932556,37803.88210439301,4128.8202342453005,37159.382108207705,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.3684560724440278,0.07015152512849471,0.06848502962204855,0.1379967345516532,0.03329816735737146,0.06344057417634572,0.06610432175569693,0.07384162232133973,0.0010316400754190396,0.02056402550335286,0.09663028706425006,0.0
10779,2021,Centre East,rural,149.4595947265625,1046.2171630859375,7,7-8 persons,1,6,0,3,male,46,married,primary,non-agricultural workers,1641.20313596344,11488.42195174408,1619.8745643310547,11339.121950317383,"1,500-2,000 DT",1,1,2223.527,1346.526125,poor,not extremely poor,0.5075309747379008,0.0,0.10236392806591478,0.1934984608675436,0.09507833216530504,0.03020432231196635,0.004352207825931751,0.04689503932441462,0.001066290917353279,0.0,0.019010443783669888,0.0
10780,2021,Centre East,rural,149.4595947265625,896.757568359375,6,5-6 persons,0,5,1,2,male,66,married,secondary,retired,3274.330515350342,19645.98309210205,3260.163848876953,19560.98309326172,"3,000-4,500 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.33360407251951896,0.0,0.09223259445487603,0.16022375451806337,0.0190318802796237,0.044741970488871984,0.1221623767614252,0.09201117514699594,0.0005344603983312352,0.0610811883807126,0.07437652705158104,0.0
10781,2021,Centre East,rural,149.4595947265625,747.2979736328125,5,5-6 persons,3,2,0,2,male,35,married,secondary,farm operators,2485.60709375,12428.03546875,2400.60709375,12003.03546875,"2,000-3,000 DT",1,2,2223.527,1346.526125,not poor,not extremely poor,0.529879400489321,0.0,0.04312829650349808,0.1890021556504244,0.013638519136833813,0.19407733426574136,0.021725074731239705,0.007845165875169893,0.0007040533477716571,0.0,0.0,0.0
10782,2021,Centre East,rural,149.4595947265625,298.919189453125,2,1-2 persons,0,0,2,1,male,71,married,secondary,retired,7495.76125,14991.5225,7345.76125,14691.5225,"above 5,000 DT",5,9,2223.527,1346.526125,not poor,not extremely poor,0.45738849882746857,0.0,0.03988921055262561,0.13402725134310386,0.008804976242385586,0.0564318931898349,0.2428038903203298,0.05070865863228427,0.0010339176648255803,0.0,0.006243528608237053,0.002668174618904723
10783,2021,Centre East,rural,149.4595947265625,298.919189453125,2,1-2 persons,0,2,0,1,male,38,married,secondary,farm operators,7126.2315,14252.463,7126.2315,14252.463,"above 5,000 DT",5,9,2223.527,1346.526125,not poor,not extremely poor,0.497022865451396,0.04743039852129418,0.06876004519359215,0.20114158514216104,0.05145075626577666,0.03338370357460321,0.027363691454592796,0.037509306286218735,0.0,0.0,0.035937648110365206,0.0
10784,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,0,4,0,2,male,50,married,none,retired,7886.6835625,31546.73425,7806.6835625,31226.73425,"above 5,000 DT",5,9,2223.527,1346.526125,not poor,not extremely poor,0.3033293374891888,0.1178568903689294,0.21793064047509134,0.11751721178555907,0.02199910756214013,0.04619495598026918,0.03131861422391131,0.09406044937916198,0.006656790472693699,0.0,0.041868042173018274,0.001267960090036895
10785,2021,Centre East,rural,149.4595947265625,597.83837890625,4,3-4 persons,2,1,1,1,male,61,married,secondary,farm operators,2203.95003125,8815.800125,2116.45003125,8465.800125,"2,000-3,000 DT",1,2,2223.527,1346.526125,poor,not extremely poor,0.5237074269534894,0.0766805043688533,0.0005671634938524653,0.2593071635684345,0.06639215859036958,0.01735520291188544,0.0,0.026838176529098656,0.0011343269877049306,0.0,0.028017876596311785,0.0
10786,2021,Centre East,urban,140.57107543945312,702.8553466796875,5,5-6 persons,0,3,2,3,male,72,married,secondary,retired,7289.3935,36446.9675,6614.9935,33074.9675,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.2669110939513997,0.02853460981172641,0.1376410803668334,0.251963831929351,0.07279069214472132,0.05743687709602699,0.07269466220785493,0.054529913721457365,0.046623906204871814,0.0,0.010324590069377547,0.000548742496379354
10787,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,0,1,2,2,male,65,married,primary,"own-account workers and artisans in industry, trade and services",12559.29282434082,37677.87847302246,10848.292843139649,32544.878529418944,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.31061993047193465,0.0018976652308064531,0.1349863687256171,0.08083067893538645,0.032002863430859035,0.19267539174213327,0.019518084066224694,0.059654367217092656,0.0719254933634334,0.05042746767177988,0.0454616891447325,0.0
10788,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,0,3,1,2,male,65,married,primary,retired,6810.5349375,27242.13975,6771.8599375,27087.43975,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.30475359410781966,0.009544037376873085,0.1877238736358806,0.2570172465986267,0.02246152488811016,0.09261387039173383,0.04829282912697782,0.04896458252696542,0.00024961328524129606,0.0,0.025442201176579752,0.0029366268851917184
10789,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,1,2,0,2,male,34,married,secondary,senior managers and professionals,19103.399125488282,57310.19737646484,17150.79910736084,51452.397322082514,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.21419364095070473,0.006805071571195166,0.12824942576483198,0.09462570890388107,0.3211941434899725,0.06518037142102447,0.044843676764029686,0.036421092027065824,0.046675811417813004,0.0,0.041811057689481686,0.0
10790,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,0,4,0,1,male,52,married,primary,non-agricultural workers,5562.9425,22251.77,4201.9425,16807.77,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.2374148200490634,0.16124559888243947,0.1411573093895603,0.14339399099827796,0.044347033717165904,0.018097436641571454,0.09271172533290765,0.0404192563084911,0.013841595444757904,0.0,0.039960865809995874,0.06741036742576902
10791,2021,Centre East,urban,140.57107543945312,702.8553466796875,5,5-6 persons,3,2,0,3,male,44,married,higher,senior managers and professionals,5296.412,26482.06,4628.012,23140.059999999998,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.3066989501572008,0.014726951000035496,0.13405301551314364,0.2832215469642468,0.04259487366164113,0.0696395975237576,0.11796665365156639,0.021031218870435308,0.0011328423846181151,0.0,0.008934350273354867,0.0
10792,2021,Centre East,urban,140.57107543945312,702.8553466796875,5,5-6 persons,3,2,0,1,male,46,married,primary,"own-account workers and artisans in industry, trade and services",7405.364,37026.82,2730.964,13654.82,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.11167985762860588,0.01228838983374622,0.017271264392704853,0.08460813308904148,0.01662308558828747,0.023037355007001156,0.695009723036539,0.012220871208286075,0.0003510968523927491,0.026197226678535898,0.0006319743343069484,8.102235055217287e-05
10793,2021,Centre East,urban,140.57107543945312,281.14215087890625,2,1-2 persons,0,0,2,1,male,68,married,primary,retired,12753.898125,25507.79625,5876.398125,11752.79625,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.18258731386879412,0.021405220374535492,0.03469527478290094,0.11785793725712389,0.06964929398791163,0.04686802373215601,0.0,0.02136601667421583,0.5020033825932728,0.0,0.0035675367290892487,0.0
10794,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,1,2,0,1,male,43,married,secondary,"own-account workers and artisans in industry, trade and services",5741.985671844483,17225.957015533448,5081.4856546936035,15244.456964080811,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.3393645995981529,0.0,0.14344631186528561,0.24653939400870442,0.03237555974393759,0.08165003546682485,0.044119464596364656,0.055843051274306554,0.0046586671498135045,0.03283416996803138,0.019168746328578432,0.0
10795,2021,Centre East,urban,140.57107543945312,562.2843017578125,4,3-4 persons,0,3,1,1,male,66,married,secondary,retired,4068.68575,16274.743,4035.31075,16141.243,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3436361470361001,0.0,0.156315831852476,0.14678898790141806,0.026009627210358918,0.2142092189481532,0.0,0.07682456154290515,0.0004301143172041399,0.0,0.035785511191384435,0.0
10796,2021,Centre East,urban,140.57107543945312,421.7132263183594,3,3-4 persons,0,1,2,2,male,61,married,primary,retired,6746.966220550537,20240.898661651612,6721.866220611572,20165.598661834716,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.3790157786348296,0.0,0.19742206358302147,0.22478392912271253,0.05913274972535496,0.06614330798922652,0.0,0.07161243272362103,0.0002593758342870027,0.0,0.001630362386946874,0.0
