governorate,year,indicator,breakdown,value,unit,n_editions,agreement,source_title
Mahdia,2007,bank_branches,,27.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2008,bank_branches,,23.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2010,bank_branches,,26.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2011,bank_branches,,27.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2012,bank_branches,,36.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2013,bank_branches,,38.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2014,bank_branches,,35.0,branches,6,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2015,bank_branches,,38.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2016,bank_branches,,41.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2017,bank_branches,,40.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Mahdia,2018,bank_branches,,40.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Manouba,2010,bank_branches,,28.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Manouba,2011,bank_branches,,28.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Manouba,2012,bank_branches,,40.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Manouba,2013,bank_branches,,42.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Manouba,2014,bank_branches,,39.0,branches,6,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Manouba,2015,bank_branches,,41.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Manouba,2016,bank_branches,,41.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Manouba,2017,bank_branches,,42.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Manouba,2018,bank_branches,,41.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,1995,bank_branches,,40.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Monastir,1996,bank_branches,,40.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Monastir,1997,bank_branches,,40.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Monastir,1998,bank_branches,,41.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,1999,bank_branches,,41.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2000,bank_branches,,42.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2001,bank_branches,,42.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2002,bank_branches,,43.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2003,bank_branches,,45.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2004,bank_branches,,46.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2005,bank_branches,,47.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2006,bank_branches,,54.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2007,bank_branches,,55.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2008,bank_branches,,59.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2010,bank_branches,,63.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2011,bank_branches,,63.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2012,bank_branches,,67.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2013,bank_branches,,75.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2014,bank_branches,,80.0,branches,6,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2015,bank_branches,,87.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2016,bank_branches,,94.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2017,bank_branches,,99.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Monastir,2018,bank_branches,,100.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,1995,bank_branches,,37.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Médenine,1996,bank_branches,,40.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Médenine,1997,bank_branches,,39.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Médenine,1998,bank_branches,,39.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,1999,bank_branches,,40.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2000,bank_branches,,41.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2001,bank_branches,,43.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2002,bank_branches,,43.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2003,bank_branches,,43.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2004,bank_branches,,43.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2005,bank_branches,,44.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2006,bank_branches,,48.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2007,bank_branches,,51.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2008,bank_branches,,54.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2010,bank_branches,,52.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2011,bank_branches,,52.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2012,bank_branches,,50.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2013,bank_branches,,53.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2014,bank_branches,,62.0,branches,6,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2015,bank_branches,,64.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2016,bank_branches,,70.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2017,bank_branches,,75.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Médenine,2018,bank_branches,,79.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,1995,bank_branches,,70.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,1996,bank_branches,,73.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,1997,bank_branches,,72.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,1998,bank_branches,,72.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,1999,bank_branches,,74.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2000,bank_branches,,72.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2001,bank_branches,,72.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2002,bank_branches,,74.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2003,bank_branches,,75.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2004,bank_branches,,77.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2005,bank_branches,,79.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2006,bank_branches,,93.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2007,bank_branches,,101.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2008,bank_branches,,104.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2010,bank_branches,,110.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2011,bank_branches,,120.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2012,bank_branches,,112.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2013,bank_branches,,116.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2014,bank_branches,,129.0,branches,6,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2015,bank_branches,,136.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2016,bank_branches,,142.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2017,bank_branches,,144.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Nabeul,2018,bank_branches,,146.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,1995,bank_branches,,71.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sfax,1996,bank_branches,,72.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sfax,1997,bank_branches,,73.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sfax,1998,bank_branches,,75.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,1999,bank_branches,,74.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2000,bank_branches,,74.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2001,bank_branches,,76.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2002,bank_branches,,78.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2003,bank_branches,,79.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2004,bank_branches,,82.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2005,bank_branches,,87.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2006,bank_branches,,102.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2007,bank_branches,,109.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2008,bank_branches,,127.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2010,bank_branches,,146.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2011,bank_branches,,153.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2012,bank_branches,,150.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2013,bank_branches,,157.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2014,bank_branches,,169.0,branches,6,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2015,bank_branches,,178.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2016,bank_branches,,189.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2017,bank_branches,,199.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sfax,2018,bank_branches,,203.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,1995,bank_branches,,12.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,1996,bank_branches,,13.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,1997,bank_branches,,13.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,1998,bank_branches,,13.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,1999,bank_branches,,13.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2000,bank_branches,,13.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2001,bank_branches,,13.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2002,bank_branches,,13.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2003,bank_branches,,13.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2004,bank_branches,,13.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2005,bank_branches,,13.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2006,bank_branches,,16.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2007,bank_branches,,18.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2008,bank_branches,,15.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2010,bank_branches,,16.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2011,bank_branches,,18.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2012,bank_branches,,18.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2013,bank_branches,,19.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2014,bank_branches,,20.0,branches,6,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2015,bank_branches,,21.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2016,bank_branches,,21.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2017,bank_branches,,21.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sidi Bouzid,2018,bank_branches,,24.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,1995,bank_branches,,9.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Siliana,1996,bank_branches,,9.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Siliana,1997,bank_branches,,10.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Siliana,1998,bank_branches,,10.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,1999,bank_branches,,10.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2000,bank_branches,,10.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2001,bank_branches,,10.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2002,bank_branches,,10.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2003,bank_branches,,10.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2004,bank_branches,,10.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2005,bank_branches,,10.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2006,bank_branches,,10.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2007,bank_branches,,10.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2008,bank_branches,,10.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2010,bank_branches,,11.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2011,bank_branches,,12.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2012,bank_branches,,11.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2013,bank_branches,,11.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2014,bank_branches,,14.0,branches,6,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2015,bank_branches,,15.0,branches,5,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2016,bank_branches,,16.0,branches,4,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2017,bank_branches,,17.0,branches,3,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Siliana,2018,bank_branches,,17.0,branches,2,confirmed,evolution du réseau bancaire par gouvernorat 2.15
Sousse,1995,bank_branches,,52.0,branches,1,single source,evolution du réseau bancaire par gouvernorat 2.15
