product_code,product_label_fr,consumption_function_code,consumption_function,consumption_function_fr
11148,"Autre repas (œufs à la coque, hendi, fenouil en morceau…)",11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11149,Repas dans un restaurant,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11151,Thé préparé,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11152,Café préparé,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11153,Thé et Café préparés non ventilés,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11154,Tisane,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11159,Autres boissons chaudes,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11161,Boisson gazeuse,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11162,Boisson non gazeuse sucré,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11163,Eau minérale,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11164,Jus de fruits,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11169,Autres boissons,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
11171,Pâtisserie,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
11172,Bol de sorgho,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
11173,Crêpe,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
11174,Beignet,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
11175,"Fricassé, pâté",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
11176,Pizza,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
11177,Brik,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
11178,"Glace, gervais, thelja",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
11179,"Chips, pomme de terre frite",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
11181,Chiche au café,11,"Restaurants, cafes and holidays","Vacances, restaurants et cafés"
12111,"Timbres fiscaux (carte d’identité, passeport, imprimé timbre, timbre de voyage, plastification…)",12,Other goods and services,Autres
12112,"Droit et frais de formalités administratives (bulletin ou extrait de naissance, livret familial, légalisation de signature…)",12,Other goods and services,Autres
12113,Droit d’enregistrement,12,Other goods and services,Autres
12114,Frais d’autorisation (permi de construire),12,Other goods and services,Autres
12115,Frais de parution d'annonce et de publicité dans la presse,12,Other goods and services,Autres
12211,"Frais de notaire (frais pour contrat de mariage, …)",12,Other goods and services,Autres
12221,"Frais d’avocat, huissier notaire, écrivain public",12,Other goods and services,Autres
12222,Autres frais de tribunaux,12,Other goods and services,Autres
12311,Frais d’assurance assurance vie,12,Other goods and services,Autres
12312,"Frais d’assurance assurance logement (incendie,vol···)",12,Other goods and services,Autres
12411,Réparation de bijoux,12,Other goods and services,Autres
12412,Achat de bijoux,12,Other goods and services,Autres
12511,Transfert en espèces à l’intérieur de pays,12,Other goods and services,Autres
12522,Petit dons et charité,12,Other goods and services,Autres
12523,Dons en espèces de montant important à l’occasion d’un événement familial ou d’une fête religieuse,12,Other goods and services,Autres
12531,Dons importants et aumône sur les fonds (ezzaket),12,Other goods and services,Autres
12541,Amendes et pénalités,12,Other goods and services,Autres
12611,Transfert en espèces à l’étranger,12,Other goods and services,Autres
12911,Autres dépenses non alimentaires,12,Other goods and services,Autres
